Order_ID,Order_Date,Store_ID,Store_City,Store_Region,Product_ID,Product_Name,Category,Sub_Category,Customer_ID,Customer_Name,Segment,Salesperson,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method
ORD694,10/11/2024,ST003,Chicago,South,PRD410,Home Appliance Sale,Electronics,Appliances,CUST1706,Diwali PPPP,Consumer,Michael Brown,3,12000,5,34200,26000,8200,Online
ORD695,10/12/2024,ST004,Houston,East,PRD587,Diwali Pooja Items,Other,Religious,CUST1707,Diwali QQQQ,Consumer,Jessica Davis,4,1800,0,7200,5400,1800,Card
ORD696,10/12/2024,ST004,Houston,East,PRD588,Diyas and Candles,Other,Decor,CUST1708,Diwali RRRR,Consumer,Jessica Davis,10,350,0,3500,2600,900,Cash
ORD697,10/13/2024,ST005,Houston,South,PRD607,Diwali Sweets Box,Furniture,Sweets,CUST1709,Diwali SSSS,Consumer,David Wilson,5,850,0,4250,3200,1050,Card
ORD698,10/13/2024,ST005,Houston,South,PRD608,Dry Fruits Gift Pack,Furniture,Gifts,CUST1710,Diwali TTTT,Consumer,David Wilson,4,1500,5,5700,4300,1400,Online
ORD699,10/14/2024,ST006,Houston,West,PRD687,Diwali Sports Gifts,Sports,Gifts,CUST1711,Diwali UUUU,Consumer,Daniel Miller,3,2800,5,7980,6000,1980,Card
ORD700,10/14/2024,ST006,Houston,West,PRD688,Fitness Equipment Gift,Sports,Fitness,CUST1712,Diwali VVVV,Consumer,Daniel Miller,2,5500,0,11000,8400,2600,Online
ORD701,10/15/2024,ST007,Houston,East,PRD589,Diwali Home Makeover,Furniture,Festive,CUST1713,Diwali WWWW,Consumer,Jessica Davis,3,15000,8,41400,32000,9400,Card
ORD702,10/15/2024,ST007,Houston,East,PRD590,New Furniture for Diwali,Furniture,All,CUST1714,Diwali XXXX,Consumer,Jessica Davis,2,28000,5,53200,41000,12200,Cash
ORD703,10/16/2024,ST008,Houston,East,PRD591,Diwali Corporate Gifts,Furniture,Gifts,CUST1715,Corporate YYYY,Corporate,Jessica Davis,25,3500,12,77000,58000,19000,Card
ORD704,10/16/2024,ST008,Houston,East,PRD592,Employee Diwali Gift,Other,Gifts,CUST1716,Corporate ZZZZ,Corporate,Jessica Davis,50,1800,10,81000,61000,20000,Online
ORD705,10/17/2024,ST001,New York,West,PRD217,Diwali Corporate Electronics,Electronics,Gifts,CUST1717,Corporate AAAA1,Corporate,John Smith,15,5500,8,75900,58000,17900,Card
ORD706,10/17/2024,ST001,New York,West,PRD218,Bulk Diwali Order,Electronics,Bulk,CUST1718,Corporate BBBB1,Corporate,John Smith,10,12000,10,108000,83000,25000,Online
ORD707,10/18/2024,ST002,Los Angeles,North,PRD315,Diwali Clothing Bulk,Clothing,Gifts,CUST1719,Corporate CCCC1,Corporate,Emily Johnson,30,2200,12,58080,44000,14080,Card
ORD701,10/19/2024,ST001,New York,West,PRD219,Diwali Dhamaka Offer,Electronics,Festive,CUST1721,Diwali Shopper A,Consumer,John Smith,3,22000,12,58080,45000,13080,Card
ORD702,10/19/2024,ST001,New York,West,PRD220,Festival Bonanza,Electronics,All,CUST1722,Diwali Shopper B,Consumer,John Smith,2,35000,15,59500,46000,13500,Online
ORD703,10/20/2024,ST002,Los Angeles,North,PRD317,Diwali Ethnic Wear,Clothing,Festive,CUST1723,Diwali Shopper C,Consumer,Emily Johnson,4,5500,8,20240,15500,4740,Card
ORD704,10/20/2024,ST002,Los Angeles,North,PRD318,Family Pack Clothing,Clothing,All,CUST1724,Diwali Shopper D,Consumer,Emily Johnson,5,3800,5,18050,13800,4250,Cash
ORD705,10/21/2024,ST003,Chicago,South,PRD411,Diwali TV Sale,Electronics,Televisions,CUST1725,Diwali Shopper E,Consumer,Michael Brown,2,42000,10,75600,58000,17600,Card
ORD706,10/21/2024,ST003,Chicago,South,PRD412,Home Theatre System,Electronics,Audio,CUST1726,Diwali Shopper F,Consumer,Michael Brown,1,35000,8,32200,25000,7200,Online
ORD707,10/22/2024,ST004,Houston,East,PRD593,Diwali Special Furniture,Furniture,Festive,CUST1727,Diwali Shopper G,Consumer,Jessica Davis,2,28000,10,50400,39000,11400,Card
ORD708,10/22/2024,ST004,Houston,East,PRD594,Sofa Set Diwali Offer,Furniture,Seating,CUST1728,Diwali Shopper H,Consumer,Jessica Davis,1,45000,12,39600,30500,9100,Cash
ORD709,10/23/2024,ST005,Houston,South,PRD609,Diwali Sweets Bulk,Furniture,Sweets,CUST1729,Diwali Shopper I,Consumer,David Wilson,8,850,5,6460,4900,1560,Card
ORD710,10/23/2024,ST005,Houston,South,PRD610,Dry Fruits Combo,Furniture,Gifts,CUST1730,Diwali Shopper J,Consumer,David Wilson,6,1200,0,7200,5500,1700,Online
ORD711,10/24/2024,ST006,Houston,West,PRD689,Diwali Sports Kit,Sports,Gifts,CUST1731,Diwali Shopper K,Consumer,Daniel Miller,3,3500,5,9975,7600,2375,Card
ORD712,10/24/2024,ST006,Houston,West,PRD690,Fitness Equipment,Sports,Fitness,CUST1732,Diwali Shopper L,Consumer,Daniel Miller,2,5500,8,10120,7800,2320,Online
ORD713,10/25/2024,ST007,Houston,East,PRD595,Lakshmi Puja Special,Furniture,Festive,CUST1733,Diwali Shopper M,Consumer,Jessica Davis,2,15000,5,28500,22000,6500,Card
ORD714,10/25/2024,ST007,Houston,East,PRD596,Puja Room Decor,Furniture,Decor,CUST1734,Diwali Shopper N,Consumer,Jessica Davis,4,3500,0,14000,10700,3300,Cash
ORD715,10/26/2024,ST008,Houston,East,PRD597,Diwali Puja Items,Other,Religious,CUST1735,Diwali Shopper O,Consumer,Jessica Davis,5,1500,0,7500,5700,1800,Card
ORD716,10/26/2024,ST008,Houston,East,PRD598,Diyas & Candles Bulk,Other,Decor,CUST1736,Diwali Shopper P,Consumer,Jessica Davis,12,350,0,4200,3200,1000,Online
ORD717,10/27/2024,ST001,New York,West,PRD221,Diwali Gift Vouchers,Electronics,Gifts,CUST1737,Diwali Shopper Q,Consumer,John Smith,5,5000,0,25000,19000,6000,Card
ORD718,10/27/2024,ST001,New York,West,PRD222,Smart Watch Gift,Electronics,Wearables,CUST1738,Diwali Shopper R,Consumer,John Smith,3,18000,8,49680,38000,11680,Online
ORD719,10/28/2024,ST002,Los Angeles,North,PRD319,Bandi Chor Diwas,Clothing,Festive,CUST1739,Sikh Devotee S,Consumer,Emily Johnson,2,6500,5,12350,9500,2850,Card
ORD720,10/28/2024,ST002,Los Angeles,North,PRD320,Gurpurab Special,Clothing,Religious,CUST1740,Sikh Devotee T,Consumer,Emily Johnson,3,3800,0,11400,8700,2700,Cash
ORD721,10/29/2024,ST003,Chicago,South,PRD413,Diwali Clearance Sale,Electronics,Sale,CUST1741,Diwali Shopper U,Consumer,Michael Brown,2,28000,15,47600,36500,11100,Card
ORD722,10/29/2024,ST003,Chicago,South,PRD414,Post-Diwali Offers,Electronics,All,CUST1742,Diwali Shopper V,Consumer,Michael Brown,3,12000,12,31680,24000,7680,Online
ORD723,10/30/2024,ST004,Houston,East,PRD599,Bhai Dooj Special,Furniture,Gifts,CUST1743,Bhai Dooj W,Consumer,Jessica Davis,2,8500,5,16150,12400,3750,Card
ORD724,10/30/2024,ST004,Houston,East,PRD600,Rakhi Return Gift,Furniture,Gifts,CUST1744,Bhai Dooj X,Consumer,Jessica Davis,3,5500,0,16500,12600,3900,Cash
ORD725,10/31/2024,ST005,Houston,South,PRD611,Diwali Leftover Stock,Furniture,Sale,CUST1745,Diwali Shopper Y,Consumer,David Wilson,4,1200,10,4320,3300,1020,Card
ORD726,10/31/2024,ST005,Houston,South,PRD612,Festival End Sale,Furniture,All,CUST1746,Diwali Shopper Z,Consumer,David Wilson,5,850,8,3910,3000,910,Online
ORD727,11/1/2024,ST001,New York,West,PRD223,Kannada Rajyotsava,Electronics,Regional,CUST1747,Kannadiga AA,Consumer,John Smith,2,15000,5,28500,22000,6500,Card
ORD728,11/1/2024,ST001,New York,West,PRD224,Karnataka Special,Electronics,Offers,CUST1748,Kannadiga BB,Consumer,John Smith,1,32000,8,29440,22500,6940,Online
ORD729,11/2/2024,ST002,Los Angeles,North,PRD321,Karwa Chauth Prep,Clothing,Festive,CUST1749,Karwa Chauth CC,Consumer,Emily Johnson,3,5500,8,15180,11600,3580,Card
ORD730,11/2/2024,ST002,Los Angeles,North,PRD322,Sargi Thali Items,Other,Religious,CUST1750,Karwa Chauth DD,Consumer,Emily Johnson,2,2500,0,5000,3800,1200,Cash
ORD731,11/3/2024,ST003,Chicago,South,PRD415,Karwa Chauth Gifts,Electronics,Gifts,CUST1751,Karwa Chauth EE,Consumer,Michael Brown,2,18000,5,34200,26000,8200,Card
ORD732,11/3/2024,ST003,Chicago,South,PRD416,Smart Watch Gift,Electronics,Wearables,CUST1752,Karwa Chauth FF,Consumer,Michael Brown,1,22000,0,22000,17000,5000,Online
ORD733,11/4/2024,ST004,Houston,East,PRD601,Karwa Chauth Pooja Thali,Other,Religious,CUST1753,Karwa Chauth GG,Consumer,Jessica Davis,3,1800,0,5400,4100,1300,Card
ORD734,11/4/2024,ST004,Houston,East,PRD602,Decor Items for Pooja,Furniture,Decor,CUST1754,Karwa Chauth HH,Consumer,Jessica Davis,4,1200,5,4560,3500,1060,Cash
ORD735,11/5/2024,ST005,Houston,South,PRD613,Karwa Chauth Sweets,Furniture,Sweets,CUST1755,Karwa Chauth II,Consumer,David Wilson,3,850,0,2550,1900,650,Card
ORD736,11/5/2024,ST005,Houston,South,PRD614,Dry Fruits Pack,Furniture,Gifts,CUST1756,Karwa Chauth JJ,Consumer,David Wilson,2,1500,0,3000,2300,700,Online
ORD737,11/6/2024,ST006,Houston,West,PRD691,Karwa Chauth Sports Gift,Sports,Gifts,CUST1757,Karwa Chauth KK,Consumer,Daniel Miller,2,2800,5,5320,4000,1320,Card
ORD738,11/6/2024,ST006,Houston,West,PRD692,Fitness Band Gift,Sports,Wearables,CUST1758,Karwa Chauth LL,Consumer,Daniel Miller,1,4500,0,4500,3400,1100,Online
ORD739,11/7/2024,ST007,Houston,East,PRD603,Chhath Puja Prep,Furniture,Festive,CUST1759,Chhath Puja MM,Consumer,Jessica Davis,4,3500,0,14000,10700,3300,Card
ORD740,11/7/2024,ST007,Houston,East,PRD604,Surya Devta Items,Other,Religious,CUST1760,Chhath Puja NN,Consumer,Jessica Davis,3,2200,5,6270,4800,1470,Cash
ORD741,11/8/2024,ST008,Houston,East,PRD605,Chhath Puja Special,Furniture,Festive,CUST1761,Chhath Puja OO,Consumer,Jessica Davis,2,8500,8,15640,12000,3640,Card
ORD742,11/8/2024,ST008,Houston,East,PRD606,Puja Bamboo Items,Other,Religious,CUST1762,Chhath Puja PP,Consumer,Jessica Davis,5,1200,0,6000,4600,1400,Online
ORD743,11/9/2024,ST001,New York,West,PRD225,Chhath Puja Electronics,Electronics,Gifts,CUST1763,Chhath Puja QQ,Consumer,John Smith,2,15000,5,28500,22000,6500,Card
ORD744,11/9/2024,ST001,New York,West,PRD226,Portable Speaker,Electronics,Audio,CUST1764,Chhath Puja RR,Consumer,John Smith,1,5500,0,5500,4200,1300,Online
ORD745,11/10/2024,ST002,Los Angeles,North,PRD323,Children's Day Special,Clothing,Kids,CUST1765,Child SS,Consumer,Emily Johnson,4,1800,8,6624,5000,1624,Card
ORD746,11/10/2024,ST002,Los Angeles,North,PRD324,Kids Winter Wear,Clothing,Kids,CUST1766,Child TT,Consumer,Emily Johnson,3,2200,5,6270,4800,1470,Cash
ORD747,11/11/2024,ST003,Chicago,South,PRD417,Children's Day Gifts,Electronics,Kids,CUST1767,Child UU,Consumer,Michael Brown,2,8500,5,16150,12400,3750,Card
ORD748,11/11/2024,ST003,Chicago,South,PRD418,Kids Tablet,Electronics,Tablets,CUST1768,Child VV,Consumer,Michael Brown,1,15000,0,15000,11500,3500,Online
ORD749,11/12/2024,ST004,Houston,East,PRD607,Kids Furniture,Furniture,Kids,CUST1769,Child WW,Consumer,Jessica Davis,2,12000,8,22080,17000,5080,Card
ORD750,11/12/2024,ST004,Houston,East,PRD608,Study Table for Kids,Furniture,Kids,CUST1770,Child XX,Consumer,Jessica Davis,3,5500,5,15675,12000,3675,Cash
ORD751,11/13/2024,ST005,Houston,South,PRD615,Kids Snacks Pack,Furniture,Kids,CUST1771,Child YY,Consumer,David Wilson,5,450,0,2250,1700,550,Card
ORD752,11/13/2024,ST005,Houston,South,PRD616,Healthy Kids Food,Furniture,Health,CUST1772,Child ZZ,Consumer,David Wilson,4,650,0,2600,2000,600,Online
ORD753,11/14/2024,ST006,Houston,West,PRD693,Children's Day Sports,Sports,Kids,CUST1773,Child AAA,Consumer,Daniel Miller,3,1800,5,5130,3900,1230,Card
ORD754,11/14/2024,ST006,Houston,West,PRD694,Kids Sports Kit,Sports,Kids,CUST1774,Child BBB,Consumer,Daniel Miller,2,2800,0,5600,4300,1300,Online
ORD755,11/15/2024,ST007,Houston,East,PRD609,Guru Nanak Jayanti,Furniture,Religious,CUST1775,Sikh CCC,Consumer,Jessica Davis,2,15000,5,28500,22000,6500,Card
ORD756,11/15/2024,ST007,Houston,East,PRD610,Langar Seva Items,Other,Religious,CUST1776,Sikh DDD,Consumer,Jessica Davis,5,1200,0,6000,4600,1400,Cash
ORD757,11/16/2024,ST008,Houston,East,PRD611,Gurpurab Special,Furniture,Religious,CUST1777,Sikh EEE,Consumer,Jessica Davis,3,8500,8,23460,18000,5460,Card
ORD759,11/17/2024,ST001,New York,West,PRD227,Winter Sale Begins,Electronics,Seasonal,CUST1779,Winter Shopper GGG,Consumer,John Smith,2,22000,10,39600,30000,9600,Card
ORD760,11/17/2024,ST001,New York,West,PRD228,Room Heater,Electronics,Appliances,CUST1780,Winter Shopper HHH,Consumer,John Smith,3,5500,5,15675,12000,3675,Online
ORD761,11/18/2024,ST002,Los Angeles,North,PRD325,Winter Jackets,Clothing,Winter Wear,CUST1781,Winter Shopper III,Consumer,Emily Johnson,4,3500,8,12880,9800,3080,Card
ORD762,11/18/2024,ST002,Los Angeles,North,PRD326,Sweaters Collection,Clothing,Winter Wear,CUST1782,Winter Shopper JJJ,Consumer,Emily Johnson,3,2800,5,7980,6100,1880,Cash
ORD763,11/19/2024,ST003,Chicago,South,PRD419,Winter Electronics,Electronics,Seasonal,CUST1783,Winter Shopper KKK,Consumer,Michael Brown,2,15000,5,28500,22000,6500,Card
ORD764,11/19/2024,ST003,Chicago,South,PRD420,Electric Blanket,Electronics,Appliances,CUST1784,Winter Shopper LLL,Consumer,Michael Brown,3,3500,0,10500,8000,2500,Online
ORD765,11/20/2024,ST004,Houston,East,PRD613,Winter Furniture,Furniture,Seasonal,CUST1785,Winter Shopper MMM,Consumer,Jessica Davis,2,18000,8,33120,25500,7620,Card
ORD766,11/20/2024,ST004,Houston,East,PRD614,Cozy Bean Bags,Furniture,Seating,CUST1786,Winter Shopper NNN,Consumer,Jessica Davis,4,3500,5,13300,10200,3100,Cash
ORD767,11/21/2024,ST005,Houston,South,PRD617,Winter Grocery,Furniture,Seasonal,CUST1787,Winter Shopper OOO,Consumer,David Wilson,5,1200,0,6000,4600,1400,Card
ORD768,11/21/2024,ST005,Houston,South,PRD618,Dry Fruits for Winter,Furniture,Health,CUST1788,Winter Shopper PPP,Consumer,David Wilson,4,1500,0,6000,4600,1400,Online
ORD769,11/22/2024,ST006,Houston,West,PRD695,Winter Sports Gear,Sports,Seasonal,CUST1789,Winter Shopper QQQ,Consumer,Daniel Miller,3,2800,5,7980,6100,1880,Card
ORD770,11/22/2024,ST006,Houston,West,PRD696,Trekking Winter Wear,Sports,Apparel,CUST1790,Winter Shopper RRR,Consumer,Daniel Miller,2,4500,0,9000,6900,2100,Online
ORD771,11/23/2024,ST007,Houston,East,PRD615,Black Friday Sale,Furniture,Sale,CUST1791,Black Friday SSS,Consumer,Jessica Davis,3,15000,20,36000,27500,8500,Card
ORD772,11/23/2024,ST007,Houston,East,PRD616,Cyber Monday Preview,Furniture,Sale,CUST1792,Black Friday TTT,Consumer,Jessica Davis,2,28000,15,47600,36500,11100,Cash
ORD773,11/24/2024,ST008,Houston,East,PRD617,Black Friday Electronics,Electronics,Sale,CUST1793,Black Friday UUU,Consumer,Jessica Davis,2,42000,18,68880,53000,15880,Card
ORD774,11/24/2024,ST008,Houston,East,PRD618,TV Black Friday Offer,Electronics,Televisions,CUST1794,Black Friday VVV,Consumer,Jessica Davis,1,55000,20,44000,34000,10000,Online
ORD775,11/25/2024,ST001,New York,West,PRD229,Black Friday Electronics,Electronics,Sale,CUST1795,Black Friday WWW,Consumer,John Smith,3,25000,15,63750,49000,14750,Card
ORD776,11/25/2024,ST001,New York,West,PRD230,Laptop Black Friday,Electronics,Computers,CUST1796,Black Friday XXX,Consumer,John Smith,2,65000,12,114400,88000,26400,Online
ORD777,11/26/2024,ST002,Los Angeles,North,PRD327,Black Friday Clothing,Clothing,Sale,CUST1797,Black Friday YYY,Consumer,Emily Johnson,5,2800,20,11200,8500,2700,Card
ORD778,11/26/2024,ST002,Los Angeles,North,PRD328,Winter Wear Black Friday,Clothing,Winter Wear,CUST1798,Black Friday ZZZ,Consumer,Emily Johnson,4,3500,15,11900,9100,2800,Cash
ORD779,11/27/2024,ST003,Chicago,South,PRD421,Black Friday Gadgets,Electronics,Sale,CUST1799,Black Friday AAAA,Consumer,Michael Brown,3,18000,12,47520,36500,11020,Card
ORD780,11/27/2024,ST003,Chicago,South,PRD422,Smart Watch Offer,Electronics,Wearables,CUST1800,Black Friday BBBB,Consumer,Michael Brown,2,22000,10,39600,30000,9600,Online
ORD781,11/28/2024,ST004,Houston,East,PRD619,Cyber Monday Furniture,Furniture,Sale,CUST1801,Cyber Monday CCCC,Consumer,Jessica Davis,2,35000,12,61600,47000,14600,Card
ORD782,11/28/2024,ST004,Houston,East,PRD620,Office Chair Offer,Furniture,Chairs,CUST1802,Cyber Monday DDDD,Consumer,Jessica Davis,4,8500,10,30600,23500,7100,Cash
ORD783,11/29/2024,ST005,Houston,South,PRD619,Cyber Monday Grocery,Furniture,Sale,CUST1803,Cyber Monday EEEE,Consumer,David Wilson,6,1200,8,6624,5000,1624,Card
ORD784,11/29/2024,ST005,Houston,South,PRD620,Bulk Snacks Offer,Furniture,Snacks,CUST1804,Cyber Monday FFFF,Consumer,David Wilson,5,850,10,3825,2900,925,Online
ORD785,11/30/2024,ST006,Houston,West,PRD697,Cyber Monday Sports,Sports,Sale,CUST1805,Cyber Monday GGGG,Consumer,Daniel Miller,3,3500,12,9240,7000,2240,Card
ORD786,11/30/2024,ST006,Houston,West,PRD698,Fitness Equipment Sale,Sports,Fitness,CUST1806,Cyber Monday HHHH,Consumer,Daniel Miller,2,5500,8,10120,7800,2320,Online
ORD787,12/1/2024,ST001,New York,West,PRD231,December Mega Sale,Electronics,Sale,CUST1807,December Shopper IIII,Consumer,John Smith,3,22000,10,59400,45000,14400,Card
ORD788,12/1/2024,ST001,New York,West,PRD232,Christmas Preview,Electronics,Festive,CUST1808,December Shopper JJJJ,Consumer,John Smith,2,35000,8,64400,49000,15400,Online
ORD789,12/2/2024,ST002,Los Angeles,North,PRD329,Winter Clearance,Clothing,Sale,CUST1809,December Shopper KKKK,Consumer,Emily Johnson,4,2800,15,9520,7200,2320,Card
ORD790,12/2/2024,ST002,Los Angeles,North,PRD330,Christmas Wear,Clothing,Festive,CUST1810,December Shopper LLLL,Consumer,Emily Johnson,3,3500,5,9975,7600,2375,Cash
ORD791,12/3/2024,ST003,Chicago,South,PRD423,Year End Sale,Electronics,Sale,CUST1811,December Shopper MMMM,Consumer,Michael Brown,2,28000,12,49280,38000,11280,Card
ORD792,12/3/2024,ST003,Chicago,South,PRD424,Christmas Gadgets,Electronics,Gifts,CUST1812,December Shopper NNNN,Consumer,Michael Brown,3,15000,8,41400,32000,9400,Online
ORD793,12/4/2024,ST004,Houston,East,PRD621,Christmas Furniture,Furniture,Festive,CUST1813,December Shopper OOOO,Consumer,Jessica Davis,2,22000,5,41800,32000,9800,Card
ORD794,12/4/2024,ST004,Houston,East,PRD622,New Year Decor,Furniture,Decor,CUST1814,December Shopper PPPP,Consumer,Jessica Davis,4,3500,0,14000,10700,3300,Cash
ORD795,12/5/2024,ST005,Houston,South,PRD621,Christmas Grocery,Furniture,Festive,CUST1815,December Shopper QQQQ,Consumer,David Wilson,5,1200,5,5700,4300,1400,Card
ORD796,12/5/2024,ST005,Houston,South,PRD622,Cake & Cookies,Furniture,Bakery,CUST1816,December Shopper RRRR,Consumer,David Wilson,4,650,0,2600,2000,600,Online
ORD797,12/6/2024,ST006,Houston,West,PRD699,Christmas Sports Gift,Sports,Gifts,CUST1817,December Shopper SSSS,Consumer,Daniel Miller,3,2800,5,7980,6100,1880,Card
ORD798,12/6/2024,ST006,Houston,West,PRD700,New Year Fitness Goal,Sports,Fitness,CUST1818,December Shopper TTTT,Consumer,Daniel Miller,2,5500,0,11000,8400,2600,Online
ORD799,12/7/2024,ST007,Houston,East,PRD623,Christmas Tree & Decor,Furniture,Festive,CUST1819,December Shopper UUUU,Consumer,Jessica Davis,3,4500,8,12420,9500,2920,Card
ORD800,12/7/2024,ST007,Houston,East,PRD624,Lights & Ornaments,Electronics,Decor,CUST1820,December Shopper VVVV,Consumer,Jessica Davis,5,1500,5,7125,5400,1725,Cash
ORD801,12/8/2024,ST008,Houston,East,PRD625,Christmas Gift Hampers,Other,Gifts,CUST1821,December Shopper WWWW,Consumer,Jessica Davis,4,2500,0,10000,7600,2400,Card
ORD802,12/8/2024,ST008,Houston,East,PRD626,New Year Party Supplies,Other,Party,CUST1822,December Shopper XXXX,Consumer,Jessica Davis,6,1200,0,7200,5500,1700,Online
ORD803,12/9/2024,ST001,New York,West,PRD233,Christmas Electronics,Electronics,Festive,CUST1823,December Shopper YYYY,Consumer,John Smith,2,32000,8,58880,45000,13880,Card
ORD804,12/9/2024,ST001,New York,West,PRD234,Party Speaker,Electronics,Audio,CUST1824,December Shopper ZZZZ,Consumer,John Smith,1,15000,5,14250,11000,3250,Online
ORD805,12/10/2024,ST002,Los Angeles,North,PRD331,Christmas Party Wear,Clothing,Festive,CUST1825,December Shopper AAAA1,Consumer,Emily Johnson,3,4500,8,12420,9500,2920,Card
ORD806,12/10/2024,ST002,Los Angeles,North,PRD332,Santa Claus Costume,Clothing,Costumes,CUST1826,December Shopper BBBB1,Consumer,Emily Johnson,2,1800,0,3600,2700,900,Cash
ORD807,12/11/2024,ST003,Chicago,South,PRD425,Year End Electronics,Electronics,Sale,CUST1827,December Shopper CCCC1,Consumer,Michael Brown,2,42000,10,75600,58000,17600,Card
ORD808,12/11/2024,ST003,Chicago,South,PRD426,New Year Tech Gifts,Electronics,Gifts,CUST1828,December Shopper DDDD1,Consumer,Michael Brown,3,15000,5,42750,33000,9750,Online
ORD801,12/13/2024,ST001,New York,West,PRD235,Christmas Week Sale,Electronics,Festive,CUST1829,Christmas Buyer A,Consumer,John Smith,3,28000,12,73920,57000,16920,Card
ORD802,12/13/2024,ST001,New York,West,PRD236,New Year TV Offer,Electronics,Televisions,CUST1830,New Year Buyer B,Consumer,John Smith,2,45000,10,81000,62000,19000,Online
ORD803,12/14/2024,ST002,Los Angeles,North,PRD333,Christmas Sweater,Clothing,Winter Wear,CUST1831,Christmas Buyer C,Consumer,Emily Johnson,4,2500,5,9500,7200,2300,Card
ORD804,12/14/2024,ST002,Los Angeles,North,PRD334,Party Wear Dress,Clothing,Festive,CUST1832,Party Buyer D,Consumer,Emily Johnson,3,3800,8,10488,8000,2488,Cash
ORD805,12/15/2024,ST003,Chicago,South,PRD427,Christmas Gaming Console,Electronics,Gaming,CUST1833,Gamer E,Consumer,Michael Brown,2,45000,8,82800,64000,18800,Card
ORD806,12/15/2024,ST003,Chicago,South,PRD428,VR Headset Gift,Electronics,Gaming,CUST1834,Gamer F,Consumer,Michael Brown,1,32000,5,30400,23500,6900,Online
ORD807,12/16/2024,ST004,Houston,East,PRD627,Christmas Dinner Set,Furniture,Dining,CUST1835,Party Host G,Consumer,Jessica Davis,2,15000,8,27600,21000,6600,Card
ORD808,12/16/2024,ST004,Houston,East,PRD628,Folding Table for Party,Furniture,Tables,CUST1836,Party Host H,Consumer,Jessica Davis,4,3500,0,14000,10700,3300,Cash
ORD809,12/17/2024,ST005,Houston,South,PRD623,Christmas Cake Pack,Furniture,Bakery,CUST1837,Foodie I,Consumer,David Wilson,5,850,0,4250,3200,1050,Card
ORD810,12/17/2024,ST005,Houston,South,PRD624,Party Snacks Combo,Furniture,Snacks,CUST1838,Party Host J,Consumer,David Wilson,8,450,5,3420,2600,820,Online
ORD811,12/18/2024,ST006,Houston,West,PRD701,Christmas Sports Kit,Sports,Gifts,CUST1839,Fitness K,Consumer,Daniel Miller,3,3500,5,9975,7600,2375,Card
ORD812,12/18/2024,ST006,Houston,West,PRD702,New Year Marathon Prep,Sports,Fitness,CUST1840,Runner L,Consumer,Daniel Miller,2,5500,0,11000,8400,2600,Online
ORD813,12/19/2024,ST007,Houston,East,PRD629,Christmas Home Decor,Furniture,Decor,CUST1841,Decorator M,Consumer,Jessica Davis,4,2800,8,10304,7900,2404,Card
ORD814,12/19/2024,ST007,Houston,East,PRD630,New Year Lights,Electronics,Decor,CUST1842,Decorator N,Consumer,Jessica Davis,6,1200,5,6840,5200,1640,Cash
ORD815,12/20/2024,ST008,Houston,East,PRD631,Christmas Tree Deluxe,Furniture,Festive,CUST1843,Celebrator O,Consumer,Jessica Davis,2,8500,0,17000,13000,4000,Card
ORD816,12/20/2024,ST008,Houston,East,PRD632,Ornaments Set,Other,Decor,CUST1844,Celebrator P,Consumer,Jessica Davis,5,1500,0,7500,5700,1800,Online
ORD817,12/21/2024,ST001,New York,West,PRD237,Last Minute Christmas Gifts,Electronics,Gifts,CUST1845,Last Minute Q,Consumer,John Smith,3,12000,8,33120,25500,7620,Card
ORD818,12/21/2024,ST001,New York,West,PRD238,Gift Vouchers Bulk,Electronics,Gifts,CUST1846,Corporate R,Corporate,John Smith,10,5000,5,47500,36000,11500,Online
ORD819,12/22/2024,ST002,Los Angeles,North,PRD335,Christmas Family Dress,Clothing,Family,CUST1847,Family S,Consumer,Emily Johnson,5,3200,10,14400,11000,3400,Card
ORD820,12/22/2024,ST002,Los Angeles,North,PRD336,Kids Christmas Wear,Clothing,Kids,CUST1848,Family T,Consumer,Emily Johnson,4,1800,5,6840,5200,1640,Cash
ORD821,12/23/2024,ST003,Chicago,South,PRD429,Christmas Eve Special,Electronics,Festive,CUST1849,Late Shopper U,Consumer,Michael Brown,2,25000,12,44000,34000,10000,Card
ORD822,12/23/2024,ST003,Chicago,South,PRD430,Power Bank Gift Set,Electronics,Accessories,CUST1850,Gift Giver V,Consumer,Michael Brown,4,2000,0,8000,6100,1900,Online
ORD823,12/24/2024,ST004,Houston,East,PRD633,Christmas Eve Furniture,Furniture,Gifts,CUST1851,Home Maker W,Consumer,Jessica Davis,2,18000,8,33120,25500,7620,Card
ORD824,12/24/2024,ST004,Houston,East,PRD634,Sofa Cover Gift,Furniture,Protection,CUST1852,Home Maker X,Consumer,Jessica Davis,3,2500,5,7125,5400,1725,Cash
ORD825,12/25/2024,ST001,New York,West,PRD239,Merry Christmas Sale,Electronics,Festive,CUST1853,Christmas Day Y,Consumer,John Smith,3,22000,15,56100,43000,13100,Card
ORD826,12/25/2024,ST001,New York,West,PRD240,Post-Christmas Offer,Electronics,Sale,CUST1854,Boxing Day Z,Consumer,John Smith,2,35000,12,61600,47000,14600,Online
ORD827,12/26/2024,ST002,Los Angeles,North,PRD337,Boxing Day Sale,Clothing,Sale,CUST1855,Sale Shopper AA,Consumer,Emily Johnson,5,2800,20,11200,8500,2700,Card
